#radius,flux,eflux,peak,rms,model,modelpeak,arcmin,aegean
1.415465128437826,0.3540284339410391,0.0005373967440088452,0.16738532483577728,0.00010133125761058182,0.4131585214379967,0.16764676,1.4154651405379448,0.3504833956157285
1.8037576139336213,0.6078213892199074,0.0006828648339759209,0.16326457262039185,9.670270083006471e-05,0.7140014353383294,0.16764676,1.8037576234289638,0.6264284177449926
2.2368597474637317,0.8896401668134786,0.0008796676625507007,0.1541971117258072,9.973588021239266e-05,1.1334892583265772,0.16764676,2.2368597551205807,0.9898450154076088
2.693239968852295,1.3206977215207516,0.001126674130423753,0.15174058079719543,0.00010650458716554567,1.6721130464126168,0.16764676,2.69323997521166,1.4597478270302615
3.1628375756310207,1.8258000510394368,0.0012439045223536058,0.15061485767364502,0.0001006141392281279,2.330094911432345,0.16764676,3.162837581046188,1.9540218018031716
3.640541378672067,2.3231068614648507,0.0016753078468216037,0.1487826406955719,0.00011596635886235163,3.1075359667282885,0.16764676,3.640541383376668,2.542495146865148
4.123535076827104,2.6398538112050005,0.002199759693296748,0.14251308143138885,0.000135691836476326,4.004485599363526,0.16764676,4.123535080980651,2.9640396933789543
4.610156345485857,3.259690845216621,0.002621838395890434,0.14047546684741974,0.00014560848649125546,5.02096976630058,0.16764676,4.610156349200979,3.597572654919193
5.099366777338487,4.167509313925621,0.0027843770729679583,0.14078888297080994,0.00013849489914719015,6.157003022501441,0.16764676,5.099366780697198,4.449192713977451
5.590486698832535,5.170151579121992,0.0027591404085102115,0.14048832654953003,0.0001261402212549001,7.412593991528624,0.16764676,5.590486701896187,5.4245001301199505
6.083053635290709,5.96738353365771,0.0026920739605562575,0.13908928632736206,0.00011222759349038824,8.787748026276022,0.16764676,6.083053638106285,6.319932482831668
6.576742470997592,6.658493472555513,0.0027103913093901298,0.13637696206569672,0.00010378333536209539,10.282468583469349,0.16764676,6.576742473601814,7.076390464317343
7.07131823140661,7.322078381495713,0.002698872216225327,0.1334957778453827,9.684578981250525e-05,11.896757972157685,0.16764676,7.07131823382869,8.077397014202786
7.5666070024697,7.782286305513826,0.0027110289186739515,0.132004514336586,9.034062532009557e-05,13.630617780430462,0.16764676,7.566607004733238,8.732206544733241
8.062477381662754,8.250815598343841,0.003655717800982428,0.12751814723014832,0.00011506491136969998,15.484049128601942,0.16764676,8.062477383787076,9.552560711376604
8.558828280192534,8.496789985373049,0.0049557123839701804,0.12446748465299606,0.00014631907106377184,17.45705282477668,0.16764676,8.558828282193662,9.896026834304525
9.055580684297585,9.360152252101637,0.005996367009147814,0.12411212176084518,0.00016653748753014952,19.549629463420782,0.16764676,9.055580686188938,10.689367469378892
9.552671957616022,11.116646872479052,0.0062690020416769285,0.12608061730861664,0.00016599778609815985,21.761779489544555,0.16764676,9.552671959408954,11.704873079619794
10.050051817270571,12.789183079066724,0.00728803657124152,0.1264752447605133,0.00018275505863130093,24.09350324152011,0.16764676,10.05005181897477,13.129668484655193
