,freq,flux,fluxerr
0,76.0,2.164891481399536,0.04306347280505048
1,84.0,1.957277536392212,0.03832130844561459
2,91.5,1.8734362125396729,0.03627750705793981
3,99.0,1.7443499565124512,0.033444802465719355
4,107.0,1.6555894613265991,0.03063707838183198
5,114.5,1.5049307346343994,0.028200833312185893
6,122.0,1.4929897785186768,0.02835133002638158
7,130.0,1.4116421937942505,0.026250219488692977
8,143.0,1.2697393894195557,0.022594463032273387
9,150.5,1.169981837272644,0.020814155004908186
10,158.0,1.1831530332565308,0.020719931744034942
11,166.0,1.1227773427963257,0.01951150386009438
12,173.5,1.0634853839874268,0.01837480944478117
13,181.0,1.0063775777816772,0.017390248510922374
14,189.0,0.9803509712219238,0.016933383313953197
15,196.5,0.9796619415283203,0.01691203678686723
16,204.0,0.8993767499923706,0.015533464505538231
17,212.0,0.8592144846916199,0.01486567117966924
18,219.5,0.8403937220573425,0.014565119851820798
19,227.0,0.7995949983596802,0.013875212661834809
