,freq,flux,fluxerr
0,76.0,2.5258171558380127,0.12732265897391384
1,84.0,2.9040277004241943,0.1279512758159227
2,91.5,3.3696675300598145,0.12236506222547403
3,99.0,3.6756179332733154,0.12020845667887968
4,107.0,4.210517406463623,0.11661725474567995
5,114.5,4.242236137390137,0.1208130836091104
6,122.0,4.373957633972168,0.12157846432772602
7,130.0,4.569841384887695,0.12207288219022583
8,143.0,5.153566360473633,0.12391632681980537
9,150.5,5.182296276092529,0.12780197476566346
10,158.0,5.286203861236572,0.13318200298182345
11,166.0,5.3594584465026855,0.13623009689924706
12,173.5,5.8104753494262695,0.1326640169439526
13,181.0,5.730705738067627,0.1354558744066383
14,189.0,5.777372360229492,0.13429628714967523
15,196.5,5.806498050689697,0.1386476567253981
16,204.0,6.043957710266113,0.1403899286592593
17,212.0,6.015069961547852,0.1490547527560482
18,219.5,5.996796131134033,0.14816213915855891
19,227.0,5.965832710266113,0.1555647644226557
