,freq,flux,fluxerr
0,76.0,0.5254249572753906,0.029375931091562724
1,84.0,0.564354658126831,0.024138252080379775
2,91.5,0.5739781260490417,0.020221010429811122
3,99.0,0.6617482900619507,0.020489111861693443
4,107.0,0.7098994255065918,0.016872825623752162
5,114.5,0.777246356010437,0.01678753106949866
6,122.0,0.7866021394729614,0.016202249262801553
7,130.0,0.8810252547264099,0.016981611021952128
8,143.0,1.0135853290557861,0.01834571886146073
9,150.5,1.0808860063552856,0.019321700639903766
10,158.0,1.1034305095672607,0.019610833294090496
11,166.0,1.1822632551193237,0.020756050208590827
12,173.5,1.2905476093292236,0.022449134681068482
13,181.0,1.291422724723816,0.022408836816512574
14,189.0,1.3653064966201782,0.02358714592541494
15,196.5,1.4338552951812744,0.024690818463446597
16,204.0,1.4882770776748657,0.025596812290376265
17,212.0,1.5310693979263306,0.026302697293294944
18,219.5,1.5866073369979858,0.027254807013350674
19,227.0,1.721429467201233,0.02952666298343495
