#radius,flux,eflux,peak,rms,model,modelpeak,arcmin,aegean
1.6761329855595948,114.68169273753574,0.004834985634306318,69.21569061279297,0.00108010892290622,114.59175721157666,67.03303,1.67613294083663,114.23324593279283
2.0148006812786523,172.88332137260204,0.004117884089495767,68.28778839111328,0.0007494543679058552,173.464154465115,67.03303,2.0148006440731674,173.04082269814631
2.410274213711154,254.25428312623626,0.005456061970758841,68.05181884765625,0.0008343198569491506,255.6027157561848,67.03303,2.410274182610279,254.81512881535193
2.838912077765164,358.43614652338374,0.005178095226890099,67.63446807861328,0.0006830893689766526,361.05547164189517,67.03303,2.838912051360107,359.4748350623411
3.2877685115106448,485.5239101408506,0.007112898751342014,67.28718566894531,0.0007935540052130818,489.85885580325794,67.03303,3.2877684887104883,487.1983089456697
3.7495895489081095,635.1467872764592,0.009305698128091105,66.98442840576172,0.0009002182050608099,642.0339916527726,67.03303,3.7495895289161516,637.7383300598534
4.220121062870225,807.5710702316269,0.012853512369653503,67.19459533691406,0.0010969024151563644,817.5927185948497,67.03303,4.220121045107314,811.2260184244911
4.6967458719075825,1002.5479528545168,0.014290028894427024,67.07872772216797,0.0011206059716641903,1016.5418188636472,67.03303,4.696745855947248,1007.4974271136364
5.177781550556273,1219.9141048148267,0.016830480026987487,66.39031219482422,0.001192237134091556,1238.8853205337373,67.03303,5.177781536078714,1226.481067895313
5.662104006928954,1457.9357874874454,0.02141766357891442,66.98535919189453,0.0013797793071717024,1484.6257082503546,67.03303,5.662103993689771,1466.8797108264278
6.148936638580766,1703.0167566730915,0.03791286368433836,67.00425720214844,0.00224560615606606,1753.7645701680303,67.03303,6.148936626389774,1718.2354404439614
6.6377271550795856,1958.31806643437,0.06298339609736307,66.58477783203125,0.0034479661844670773,2046.302954660105,67.03303,6.637727143786316,1981.962922680054
7.128072796014426,2220.4952639882704,0.09423246138741492,66.03721618652344,0.004796616733074188,2362.241573970409,67.03303,7.128072785498031,2254.7210999029503
7.619673338489054,2486.2960494867934,0.12798530812368183,65.64788055419922,0.00608443608507514,2701.5809245098367,67.03303,7.619673328651147,2533.0017688286034
8.11230064687453,2753.1337205191367,0.17109991947844239,64.65006256103516,0.007630719803273678,3064.3213602128144,67.03303,8.11230063763404,2814.2479636646335
8.605778395083208,3018.4259269199383,0.21633475742270755,65.0851821899414,0.009091184474527836,3450.463138593652,67.03303,8.605778386372592,3094.943988003148
9.099968229905032,3279.6899611946133,0.2585272913152296,64.09893798828125,0.010270028375089169,3860.006450439764,67.03303,9.09996822166746,3372.37347812741
9.59476012129959,3535.605052308172,0.3094155417582438,63.38639450073242,0.011655407026410103,4292.95143942132,67.03303,9.594760113486823,3644.8479072004
10.090065499553553,3784.738383549593,0.3843707239476752,61.95838928222656,0.013762294314801693,4749.298215327236,67.03303,10.090065492124303,3910.373111636201
