#radius,flux,eflux,peak,rms,model,modelpeak,arcmin,aegean
2.0507999204627447,2.165472313357853,0.000775157256214653,1.5715291500091553,0.0001916432665893808,2.1634574760238157,1.563746,2.0507999491438165,2.154869223608395
2.335761185089349,2.9211613753205485,0.0009388701510468362,1.5686830282211304,0.00020629701612051576,2.9084839682127726,1.563746,2.33576121027135,2.9086483243656804
2.684358454783936,3.919711352375259,0.0009181110952441874,1.5634900331497192,0.00017293900600634515,3.948108043651503,1.563746,2.6843584766957416,3.936649028328784
3.0750252541678416,5.1993864476027625,0.0011305408464563017,1.563287615776062,0.0001863498764578253,5.282370465486204,1.563746,3.0750252732958603,5.246694282986228
3.4936771908363258,6.852252240312652,0.0016230995017471525,1.564145565032959,0.0002287332754349336,6.9115942092099205,1.563746,3.4936772076722087,6.889192052430946
3.93138402013464,8.710706949171652,0.0017312311824236786,1.561230182647705,0.0002205743658123538,8.836063588769491,1.563746,3.931384035096073,8.775581932670816
4.382439995455727,10.711840939100554,0.0019292395559136082,1.5515415668487549,0.00021692999871447682,11.055976859331802,1.563746,4.382440008877278,10.861681966182658
4.843116797452855,13.110303003152303,0.0031312105010057687,1.5428872108459473,0.00031620421214029193,13.571464095726883,1.563746,4.843116809597749,13.296704613596493
5.310911439081807,16.08789339010181,0.0039112742563391775,1.547035813331604,0.0003672696475405246,16.382609925946372,1.563746,5.310911450156958,16.15749436635247
5.784097190899371,19.44384217831913,0.005551300689045552,1.5503814220428467,0.00047603060374967754,19.4894700246631,1.563746,5.784097201068485,19.3422329432318
6.261451933359387,22.923095391053778,0.00658323334535393,1.5512772798538208,0.0005187710048630834,22.89208169967197,1.563746,6.2614519427532365,22.75411134410678
6.742090203621574,26.46671213040813,0.007070741119765887,1.5500946044921875,0.0005160669097676873,26.59047047276701,1.563746,6.742090212345744,26.36373440042789
7.225356760310871,29.98471284419648,0.006728216274297297,1.5482196807861328,0.00045704894000664353,30.584654167839513,1.563746,7.225356768451526,30.101983255579665
7.71075744098918,33.46415180225577,0.006673439778500743,1.5419824123382568,0.0004241222341079265,34.87464548091989,1.563746,7.710757448617372,33.92053360027614
8.197913168225803,37.404246444913035,0.008115525131265462,1.537269115447998,0.0004844150098506361,39.46045362368128,1.563746,8.197913175400693,38.0471210879234
8.68652866879342,42.45659066203,0.009192406106841987,1.5392135381698608,0.0005174671532586217,44.34208539443608,1.563746,8.686528675564727,42.83845219133417
9.17637075938903,47.81695139526752,0.012317823771302697,1.5450770854949951,0.0006556787411682308,49.51954588947819,1.563746,9.176370765798877,47.929912725267144
9.667252986953947,54.12054633844413,0.01366562088189732,1.5413342714309692,0.0006992742419242859,54.99283898436402,1.563746,9.667252993038316,53.605160069431996
10.159024574917122,60.43164879321947,0.014904243914147288,1.5408085584640503,0.0007249082555063069,60.76196766531292,1.563746,10.159024580706962,59.52553250928103
