radius,value
0.00025,0.9980876445770264
0.00075,0.9970648288726807
0.00125,0.9951488971710205
0.00175,0.9922661781311035
0.0022500000000000003,0.9879518747329712
0.00275,0.9829379320144653
0.0032500000000000003,0.9774125218391418
0.00375,0.9706075191497803
0.00425,0.9623388648033142
0.00475,0.952743649482727
0.00525,0.9431535005569458
0.00575,0.9333287477493286
0.00625,0.9213180541992188
0.00675,0.9082385301589966
0.00725,0.8943371772766113
0.00775,0.8805888891220093
0.00825,0.8658396005630493
0.00875,0.85038822889328
0.00925,0.833538293838501
0.00975,0.8155574202537537
0.01025,0.7982938885688782
0.010750000000000001,0.7796735167503357
0.01125,0.7605891823768616
0.01175,0.7416175007820129
0.01225,0.7207683324813843
0.012750000000000001,0.6993157267570496
0.01325,0.6780949831008911
0.01375,0.6572447419166565
0.01425,0.6359071135520935
0.014750000000000001,0.6136195063591003
0.01525,0.5916655659675598
0.01575,0.5690034031867981
0.01625,0.5460873246192932
0.01675,0.5229946970939636
0.01725,0.499481201171875
0.017750000000000002,0.47713103890419006
0.01825,0.4547894299030304
0.01875,0.43234556913375854
0.01925,0.40912294387817383
0.01975,0.38583195209503174
0.02025,0.36413416266441345
0.02075,0.34274783730506897
0.02125,0.3208004832267761
0.021750000000000002,0.29876768589019775
0.02225,0.2769346535205841
0.02275,0.2566051185131073
0.02325,0.23685532808303833
0.02375,0.216872900724411
0.02425,0.19725380837917328
0.02475,0.17759832739830017
0.02525,0.15837880969047546
0.025750000000000002,0.1402106136083603
0.02625,0.12309326231479645
0.02675,0.10668745636940002
0.02725,0.09049584716558456
0.02775,0.07445795834064484
0.02825,0.059249673038721085
0.02875,0.04467376321554184
0.02925,0.030974119901657104
0.029750000000000002,0.017818691208958626
0.03025,0.0049615236930549145
0.03075,-0.0070169405080378056
0.03125,-0.018273763358592987
0.03175,-0.02880377508699894
0.03225,-0.03895872086286545
0.03275,-0.048310354351997375
0.03325,-0.05658797174692154
0.03375,-0.06449386477470398
0.03425,-0.07189612835645676
0.03475,-0.07861535251140594
0.035250000000000004,-0.0845622643828392
0.035750000000000004,-0.08976708352565765
0.03625,-0.09458886086940765
0.03675,-0.09880881756544113
0.03725,-0.10243305563926697
0.03775,-0.10538506507873535
0.03825,-0.10747877508401871
0.03875,-0.10953009873628616
0.03925,-0.11076169461011887
0.03975,-0.11163585633039474
0.04025,-0.11161285638809204
0.04075,-0.11140324920415878
0.04125,-0.11115238815546036
0.04175,-0.1097462996840477
0.04225,-0.10833337157964706
0.04275,-0.1064140722155571
0.043250000000000004,-0.10405087471008301
0.043750000000000004,-0.1018051952123642
0.04425,-0.09859452396631241
0.04475,-0.09564325958490372
0.04525,-0.09199386090040207
0.04575,-0.08874955028295517
0.04625,-0.08487188816070557
0.04675,-0.08007025718688965
0.04725,-0.07678265124559402
0.04775,-0.07211482524871826
0.04825,-0.06813714653253555
0.04875,-0.06287688761949539
0.04925,-0.05832044780254364
0.04975,-0.05408281087875366
0.05025,-0.049231089651584625
0.05075,-0.04462534561753273
0.051250000000000004,-0.03971075266599655
0.051750000000000004,-0.03532445430755615
0.05225,-0.031358931213617325
0.05275,-0.025468358770012856
0.05325,-0.02205534651875496
0.05375,-0.017062125727534294
0.05425,-0.013904554769396782
0.05475,-0.009507962502539158
0.05525,-0.0035960262175649405
0.05575,-0.002195109147578478
0.05625,0.00294562173075974
0.05675,0.005094463471323252
0.05725,0.010176379233598709
0.05775,0.013079458847641945
0.05825,0.015574045479297638
0.058750000000000004,0.01933117024600506
0.059250000000000004,0.021195445209741592
0.059750000000000004,0.024227101355791092
0.06025,0.026247428730130196
0.06075,0.02780906669795513
0.06125,0.03146163001656532
0.06175,0.032180268317461014
0.06225,0.034486208111047745
0.06275,0.03451842814683914
0.06325,0.036280691623687744
0.06375,0.03889858350157738
0.06425,0.03719864413142204
0.06475,0.04028957709670067
0.06525,0.038252636790275574
0.06575,0.040835190564394
0.06625,0.040602896362543106
0.06675,0.03922760486602783
0.06725,0.03973611444234848
0.06775,0.03986073285341263
0.06825,0.040048517286777496
0.06875,0.03765649348497391
0.06925,0.03775159642100334
0.06975,0.03796942159533501
0.07025,0.03548901528120041
0.07075000000000001,0.035527560859918594
0.07125000000000001,0.03317806497216225
0.07175000000000001,0.03276548907160759
0.07225,0.031390480697155
0.07275,0.02987280674278736
0.07325,0.029569659382104874
0.07375,0.025032849982380867
0.07425,0.02847297489643097
0.07475,0.023718412965536118
0.07525,0.02233515866100788
0.07575,0.021903373301029205
0.07625,0.01896280236542225
0.07675,0.019348684698343277
0.07725,0.016168855130672455
0.07775,0.015621560625731945
0.07825,0.014715752564370632
0.07875,0.01239139772951603
0.07925,0.012056075036525726
0.07975,0.008053791709244251
0.08025,0.009649817831814289
0.08075,0.00888046994805336
0.08125,0.006247229874134064
0.08175,0.00620209751650691
0.08225,0.002641875995323062
0.08275,0.004826076328754425
0.08325,0.0029785302467644215
0.08375,0.002304175402969122
0.08425,0.0017461554380133748
0.08475,0.00033431194606237113
0.08525,0.0010863428469747305
0.08575,-0.0014381255023181438
0.08625000000000001,-0.0006300089880824089
0.08675000000000001,-0.0009747747681103647
0.08725000000000001,-0.001334123662672937
0.08775000000000001,-0.0008128874469548464
0.08825,-0.0031872738618403673
0.08875,-0.0012642035726457834
0.08925,-0.0019857268780469894
0.08975,-0.0019560009241104126
0.09025,-0.0012371328193694353
0.09075,-0.0029907668940722942
0.09125,-0.0009568773675709963
0.09175,-0.001923678908497095
0.09225,-0.00125430291518569
0.09275,-0.0008586521144025028
